"PSComputerName","Name","ProcessID","ParentProcessID","Path","WorkingSetSize","Handle","HandleCount","ThreadCount","CreationDate"
"DELLWIN10","SearchUI.exe","7504","792","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","87621632","7504","1363","49","20181207141947.252804-480"
"DELLWIN10","RuntimeBroker.exe","7668","792","C:\Windows\System32\RuntimeBroker.exe","23752704","7668","560","12","20181207141947.752523-480"
"DELLWIN10","RuntimeBroker.exe","7752","792","C:\Windows\System32\RuntimeBroker.exe","26267648","7752","407","5","20181207141948.117408-480"
"DELLWIN10","ApplicationFrameHost.exe","8164","792","C:\Windows\system32\ApplicationFrameHost.exe","24682496","8164","435","4","20181207141948.580715-480"
"DELLWIN10","SkypeBackgroundHost.exe","8212","792","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.35.76.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe","1978368","8212","171","4","20181207141948.858161-480"
"DELLWIN10","SearchIndexer.exe","8372","632","C:\Windows\system32\SearchIndexer.exe","54505472","8372","831","29","20181207141949.045167-480"
"DELLWIN10","RuntimeBroker.exe","8720","792","C:\Windows\System32\RuntimeBroker.exe","27770880","8720","457","5","20181207141949.806201-480"
"DELLWIN10","PROCEXP64.exe","1544","6092","C:\Users\Dan\AppData\Local\Temp\PROCEXP64.exe","18599936","1544","680","12","20181207141952.478774-480"
"DELLWIN10","svchost.exe","9512","632","c:\windows\system32\svchost.exe","13930496","9512","266","9","20181207141954.003885-480"
"DELLWIN10","MSASCuiL.exe","9644","6376","C:\Program Files\Windows Defender\MSASCuiL.exe","7966720","9644","153","1","20181207142000.373470-480"
"DELLWIN10","igfxtray.exe","9760","6376","C:\Windows\System32\igfxtray.exe","7151616","9760","147","1","20181207142000.839545-480"
"DELLWIN10","hkcmd.exe","9992","6376","C:\Windows\System32\hkcmd.exe","7110656","9992","147","1","20181207142001.302857-480"
"DELLWIN10","igfxpers.exe","9896","6376","C:\Windows\System32\igfxpers.exe","8044544","9896","187","2","20181207142001.768486-480"
"DELLWIN10","OneDrive.exe","7916","6376","C:\Users\Dan\AppData\Local\Microsoft\OneDrive\OneDrive.exe","44584960","7916","602","16","20181207142002.522658-480"
"DELLWIN10","PrintScreen.exe","7840","6376","C:\Program Files (x86)\Gadwin Systems\PrintScreen\PrintScreen.exe","9252864","7840","195","3","20181207142003.849258-480"
"DELLWIN10","splwow64.exe","460","7840","C:\Windows\splwow64.exe","12238848","460","226","5","20181207142003.926100-480"
"DELLWIN10","svchost.exe","10204","632","c:\windows\system32\svchost.exe","5685248","10204","128","3","20181207142004.211275-480"
"DELLWIN10","SbieCtrl.exe","9472","6376","C:\Program Files\Sandboxie\SbieCtrl.exe","13791232","9472","232","4","20181207142004.869013-480"
"DELLWIN10","NordVPN.exe","3176","6376","C:\Program Files (x86)\NordVPN\NordVPN.exe","167120896","3176","863","16","20181207142005.509188-480"
"DELLWIN10","SWXDAgent.exe","2704","6376","C:\Program Files (x86)\Splashtop\Splashtop Wired XDisplay\Agent\SWXDAgent.exe","14192640","2704","306","2","20181207142011.525878-480"
"DELLWIN10","vmware-tray.exe","3588","8028","C:\Program Files (x86)\VMware\VMware Workstation\vmware-tray.exe","9048064","3588","194","3","20181207142011.944748-480"
"DELLWIN10","jusched.exe","3720","8028","C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe","14741504","3720","389","2","20181207142012.477124-480"
"DELLWIN10","svchost.exe","6060","632","c:\windows\system32\svchost.exe","7692288","6060","192","6","20181207142030.924093-480"
"DELLWIN10","svchost.exe","9804","632","c:\windows\system32\svchost.exe","16699392","9804","520","12","20181207142106.332142-480"
"DELLWIN10","SgrmBroker.exe","8344","632",,"4800512","8344","65","2","20181207142107.770917-480"
"DELLWIN10","svchost.exe","8240","632","c:\windows\system32\svchost.exe","8282112","8240","192","6","20181207142108.201530-480"
"DELLWIN10","svchost.exe","8184","632","c:\windows\system32\svchost.exe","17809408","8184","493","4","20181207142108.401044-480"
"DELLWIN10","svchost.exe","8020","632","c:\windows\system32\svchost.exe","10682368","8020","233","2","20181207142131.726638-480"
"DELLWIN10","SkypeApp.exe","1000","792","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.35.76.0_x64__kzf8qxf38zg5c\SkypeApp.exe","626688","1000","431","15","20181207142131.784415-480"
"DELLWIN10","RuntimeBroker.exe","10484","792","C:\Windows\System32\RuntimeBroker.exe","13774848","10484","192","4","20181207142133.344106-480"
"DELLWIN10","dllhost.exe","3780","792","C:\Windows\system32\DllHost.exe","10285056","3780","235","4","20181207142206.104562-480"
"DELLWIN10","openvpn-nordvpn.exe","6504","3480","C:\Program Files (x86)\NordVPN\Resources\Binaries\64bit\openvpn-nordvpn.exe","10551296","6504","171","1","20181207142245.836513-480"
"DELLWIN10","conhost.exe","6096","6504","C:\Windows\system32\conhost.exe","4378624","6096","116","2","20181207142245.879928-480"
"DELLWIN10","qbittorrent.exe","8112","6376","C:\Program Files\qBittorrent\qbittorrent.exe","154783744","8112","707","21","20181207142504.894834-480"
"DELLWIN10","jucheck.exe","8584","3720","C:\Program Files (x86)\Common Files\Java\Java Update\jucheck.exe","12017664","8584","345","3","20181207142512.838600-480"
"DELLWIN10","sedsvc.exe","9772","632","C:\Program Files\rempl\sedsvc.exe","7540736","9772","183","3","20181207142913.573728-480"
"DELLWIN10","chrome.exe","10532","6376","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","284229632","10532","3723","38","20181207142944.326806-480"
"DELLWIN10","chrome.exe","11008","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","7118848","11008","432","7","20181207142944.666346-480"
"DELLWIN10","chrome.exe","6280","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","7561216","6280","141","2","20181207142945.308307-480"
"DELLWIN10","chrome.exe","4152","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","57257984","4152","750","10","20181207142945.797613-480"
"DELLWIN10","chrome.exe","8472","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","34033664","8472","327","14","20181207142947.229581-480"
"DELLWIN10","chrome.exe","2820","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","30355456","2820","269","13","20181207142947.324299-480"
"DELLWIN10","chrome.exe","6804","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","145666048","6804","271","14","20181207142948.474260-480"
"DELLWIN10","chrome.exe","7796","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","23683072","7796","263","13","20181207142948.627709-480"
"DELLWIN10","chrome.exe","2044","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","23199744","2044","263","13","20181207142948.658601-480"
"DELLWIN10","chrome.exe","10568","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","34426880","10568","269","13","20181207142948.692466-480"
"DELLWIN10","chrome.exe","1452","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","138375168","1452","275","15","20181207142948.716273-480"
"DELLWIN10","chrome.exe","8100","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","43745280","8100","297","13","20181207142948.739671-480"
"DELLWIN10","chrome.exe","5788","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","43786240","5788","266","14","20181207142948.785699-480"
"DELLWIN10","chrome.exe","8492","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","23298048","8492","263","13","20181207142948.807723-480"
"DELLWIN10","chrome.exe","10600","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","23199744","10600","263","13","20181207142954.263503-480"
"DELLWIN10","chrome.exe","9748","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","57257984","9748","335","15","20181207142959.581783-480"
"DELLWIN10","chrome.exe","1472","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","56963072","1472","325","17","20181207142959.645600-480"
"DELLWIN10","chrome.exe","10512","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","107225088","10512","304","15","20181207142959.724409-480"
"DELLWIN10","chrome.exe","10268","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","42250240","10268","340","15","20181207142959.858666-480"
"DELLWIN10","chrome.exe","7536","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","39772160","7536","332","15","20181207142959.928605-480"
"DELLWIN10","chrome.exe","9332","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","37330944","9332","290","15","20181207143000.022996-480"
"DELLWIN10","chrome.exe","11176","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","71680000","11176","334","15","20181207143000.346680-480"
"DELLWIN10","chrome.exe","2180","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","293367808","2180","332","18","20181207143000.412105-480"
"DELLWIN10","chrome.exe","10276","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","213848064","10276","405","19","20181207143000.472929-480"
"DELLWIN10","chrome.exe","2328","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","123908096","2328","316","17","20181207143000.527551-480"
"DELLWIN10","chrome.exe","1204","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","72097792","1204","336","15","20181207143000.586800-480"
"DELLWIN10","chrome.exe","7528","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","30322688","7528","314","14","20181207143000.647720-480"
"DELLWIN10","chrome.exe","10848","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","52948992","10848","353","16","20181207143000.708024-480"
"DELLWIN10","chrome.exe","9504","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","78376960","9504","310","15","20181207143000.824308-480"
"DELLWIN10","chrome.exe","10448","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","75657216","10448","310","15","20181207143000.880660-480"
"DELLWIN10","chrome.exe","6992","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","34209792","6992","266","13","20181207143001.262627-480"
"DELLWIN10","chrome.exe","7664","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","38916096","7664","273","14","20181207143114.381085-480"
"DELLWIN10","chrome.exe","11944","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","17584128","11944","263","13","20181207143212.948778-480"
"DELLWIN10","chrome.exe","12368","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","57589760","12368","299","14","20181207143220.297340-480"
"DELLWIN10","chrome.exe","12700","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","186032128","12700","358","19","20181207143227.702660-480"
"DELLWIN10","vmware.exe","8892","6376","C:\Program Files (x86)\VMware\VMware Workstation\vmware.exe","52953088","8892","713","22","20181207143639.521750-480"
"DELLWIN10","vmware-unity-helper.exe","9880","8892","C:\Program Files (x86)\VMware\VMware Workstation\vmware-unity-helper.exe","14192640","9880","252","2","20181207143651.869190-480"
"DELLWIN10","vmware-vmx.exe","12608","3676","C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx.exe","334802944","12608","513","13","20181207143719.085751-480"
"DELLWIN10","vmware-vmx.exe","5728","3676","C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx.exe","160108544","5728","533","14","20181207143722.669952-480"
"DELLWIN10","vmware-vmx.exe","12592","3676","C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx.exe","76111872","12592","512","13","20181207143725.643746-480"
"DELLWIN10","vmware-vmx.exe","316","3676","C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx.exe","59183104","316","486","14","20181207143728.884861-480"
"DELLWIN10","vmware-vmx.exe","7740","3676","C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx.exe","176939008","7740","527","14","20181207143732.144072-480"
"DELLWIN10","vmware-vmx.exe","8560","3676","C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx.exe","993964032","8560","556","17","20181207143734.299953-480"
"DELLWIN10","vmware-vmx.exe","4244","3676","C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx.exe","277344256","4244","554","13","20181207151439.110331-480"
"DELLWIN10","chrome.exe","9128","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","52998144","9128","401","15","20181207155942.407440-480"
"DELLWIN10","chrome.exe","8008","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","58556416","8008","389","15","20181207163851.922398-480"
"DELLWIN10","svchost.exe","11192","632","c:\windows\system32\svchost.exe","5283840","11192","105","3","20181207190740.830184-480"
"DELLWIN10","sublime_text.exe","4960","6376","C:\Program Files\Sublime Text 3\sublime_text.exe","21774336","4960","507","8","20181207191618.120119-480"
"DELLWIN10","plugin_host.exe","5040","4960","C:\Program Files\Sublime Text 3\plugin_host.exe","8110080","5040","214","4","20181207191619.207467-480"
"DELLWIN10","chrome.exe","12540","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","24821760","12540","263","13","20181207200056.379936-480"
"DELLWIN10","powershell_ise.exe","10700","6376","C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe","813322240","10700","1681","58","20181207211059.077025-480"
"DELLWIN10","chrome.exe","6524","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","85266432","6524","370","15","20181207213550.195697-480"
"DELLWIN10","chrome.exe","3144","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","54153216","3144","402","18","20181207215318.693677-480"
"DELLWIN10","chrome.exe","5020","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","15708160","5020","262","13","20181207215610.354490-480"
"DELLWIN10","Microsoft.Photos.exe","8936","792","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18091.17210.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe","25104384","8936","1652","16","20181207220130.566043-480"
"DELLWIN10","RuntimeBroker.exe","2504","792","C:\Windows\System32\RuntimeBroker.exe","29118464","2504","402","9","20181207220133.759295-480"
"DELLWIN10","LockApp.exe","9452","792","C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","35835904","9452","487","11","20181207220232.247848-480"
"DELLWIN10","RuntimeBroker.exe","7188","792","C:\Windows\System32\RuntimeBroker.exe","26443776","7188","385","6","20181207220233.084089-480"
"DELLWIN10","chrome.exe","2344","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","29061120","2344","268","13","20181208052705.685201-480"
"DELLWIN10","sedlauncher.exe","3548","1268","C:\Program Files\rempl\sedlauncher.exe","4440064","3548","355","5","20181208110000.696749-480"
"DELLWIN10","svchost.exe","4332","632","c:\windows\system32\svchost.exe","18432000","4332","470","14","20181208110324.092523-480"
"DELLWIN10","svchost.exe","5604","632","c:\windows\system32\svchost.exe","8757248","5604","183","5","20181208111916.088861-480"
"DELLWIN10","WinStore.App.exe","3804","792","C:\Program Files\WindowsApps\Microsoft.WindowsStore_11810.1001.12.0_x64__8wekyb3d8bbwe\WinStore.App.exe","39301120","3804","475","13","20181208112307.947653-480"
"DELLWIN10","RuntimeBroker.exe","11236","792","C:\Windows\System32\RuntimeBroker.exe","6094848","11236","111","1","20181208112308.440340-480"
"DELLWIN10","MicrosoftEdge.exe","12904","792","C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe","48295936","12904","863","36","20181208112326.667993-480"
"DELLWIN10","browser_broker.exe","6744","792","C:\Windows\system32\browser_broker.exe","7725056","6744","160","2","20181208112326.771349-480"
"DELLWIN10","RuntimeBroker.exe","9928","792","C:\Windows\System32\RuntimeBroker.exe","5992448","9928","141","1","20181208112326.951897-480"
"DELLWIN10","MicrosoftEdgeCP.exe","13280","792","C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","19521536","13280","402","14","20181208112327.069626-480"
"DELLWIN10","MicrosoftEdgeCP.exe","9820","792","C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","21401600","9820","512","17","20181208112327.069626-480"
"DELLWIN10","SystemSettings.exe","8224","792","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","45826048","8224","823","41","20181208112337.047846-480"
"DELLWIN10","SearchProtocolHost.exe","6472","8372","C:\Windows\system32\SearchProtocolHost.exe","10592256","6472","387","7","20181208120804.998022-480"
"DELLWIN10","dllhost.exe","4748","792","C:\Windows\system32\DllHost.exe","6459392","4748","113","4","20181208121605.245017-480"
"DELLWIN10","WmiPrvSE.exe","1068","792","C:\Windows\system32\wbem\wmiprvse.exe","16957440","1068","265","9","20181208124429.996483-480"
"DELLWIN10","WmiPrvSE.exe","7636","792","C:\Windows\system32\wbem\wmiprvse.exe","31309824","7636","314","9","20181208125133.248219-480"
"DELLWIN10","WmiPrvSE.exe","2944","792","C:\Windows\system32\wbem\wmiprvse.exe","11362304","2944","236","7","20181208125135.228946-480"
"DELLWIN10","SearchFilterHost.exe","5056","8372","C:\Windows\system32\SearchFilterHost.exe","11149312","5056","392","5","20181208125233.402187-480"
"DELLWIN10","chrome.exe","2160","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","37355520","2160","267","14","20181208125352.540822-480"
"DELLWIN10","powershell.exe","9704","10700","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","69382144","9704","589","19","20181208125356.413306-480"
"DELLWIN10","conhost.exe","8324","9704","C:\Windows\system32\conhost.exe","7127040","8324","115","5","20181208125356.423955-480"
"DELLWIN10","powershell.exe","1248","10700","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","69357568","1248","586","18","20181208125356.563906-480"
"DELLWIN10","conhost.exe","9652","1248","C:\Windows\system32\conhost.exe","7098368","9652","115","4","20181208125356.575601-480"
"DELLWIN10","powershell.exe","6484","10700","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","69468160","6484","585","18","20181208125356.745241-480"
"DELLWIN10","conhost.exe","3872","6484","C:\Windows\system32\conhost.exe","7090176","3872","115","4","20181208125356.756905-480"
"DELLWIN10","powershell.exe","11552","10700","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","69758976","11552","585","18","20181208125356.993427-480"
"DELLWIN10","conhost.exe","10780","11552","C:\Windows\system32\conhost.exe","7090176","10780","115","4","20181208125357.007617-480"
"DELLWIN10","powershell.exe","9548","10700","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","69619712","9548","586","19","20181208125357.225518-480"
"DELLWIN10","conhost.exe","6392","9548","C:\Windows\system32\conhost.exe","7102464","6392","115","4","20181208125357.239013-480"
"DELLWIN10","powershell.exe","8612","10700","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","69468160","8612","585","18","20181208125357.493177-480"
"DELLWIN10","conhost.exe","3596","8612","C:\Windows\system32\conhost.exe","7086080","3596","115","4","20181208125357.516149-480"
"DELLWIN10","powershell.exe","2980","10700","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","69459968","2980","560","19","20181208125357.794310-480"
"DELLWIN10","conhost.exe","6664","2980","C:\Windows\system32\conhost.exe","7106560","6664","115","4","20181208125357.808889-480"
