"AccountExpirationDate","accountExpires","AccountLockoutTime","AccountNotDelegated","AllowReversiblePasswordEncryption","AuthenticationPolicy","AuthenticationPolicySilo","BadLogonCount","badPasswordTime","badPwdCount","CannotChangePassword","CanonicalName","Certificates","CN","codePage","CompoundIdentitySupported","countryCode","Created","createTimeStamp","Deleted","Description","DisplayName","DistinguishedName","DNSHostName","DoesNotRequirePreAuth","dSCorePropagationData","Enabled","HomedirRequired","HomePage","instanceType","IPv4Address","IPv6Address","isCriticalSystemObject","isDeleted","KerberosEncryptionType","LastBadPasswordAttempt","LastKnownParent","lastLogoff","lastLogon","LastLogonDate","lastLogonTimestamp","localPolicyFlags","Location","LockedOut","logonCount","ManagedBy","MemberOf","MNSLogonAccount","Modified","modifyTimeStamp","msDFSR-ComputerReferenceBL","msDS-GenerationId","msDS-SupportedEncryptionTypes","msDS-User-Account-Control-Computed","Name","nTSecurityDescriptor","ObjectCategory","ObjectClass","ObjectGUID","objectSid","OperatingSystem","OperatingSystemHotfix","OperatingSystemServicePack","OperatingSystemVersion","PasswordExpired","PasswordLastSet","PasswordNeverExpires","PasswordNotRequired","PrimaryGroup","primaryGroupID","PrincipalsAllowedToDelegateToAccount","ProtectedFromAccidentalDeletion","pwdLastSet","rIDSetReferences","SamAccountName","sAMAccountType","sDRightsEffective","serverReferenceBL","ServiceAccount","servicePrincipalName","ServicePrincipalNames","SID","SIDHistory","TrustedForDelegation","TrustedToAuthForDelegation","UseDESKeyOnly","userAccountControl","userCertificate","UserPrincipalName","uSNChanged","uSNCreated","whenChanged","whenCreated","PropertyNames","AddedProperties","RemovedProperties","ModifiedProperties","PropertyCount"
,"9223372036854775807",,"False","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","MobileLab.home/Domain Controllers/DC01","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","DC01","0","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","6/28/2020 7:57:02 PM","6/28/2020 7:57:02 PM",,,,"CN=DC01,OU=Domain Controllers,DC=MobileLab,DC=home","DC01.MobileLab.home","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","False",,"4","10.100.100.10",,"True",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","132660114214965969","12/26/2022 1:48:51 AM","133165217315487346","0",,"False","469",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","5/16/2021 8:13:28 AM","5/16/2021 8:13:28 AM","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","System.Byte[]","28","0","DC01","System.DirectoryServices.ActiveDirectorySecurity","CN=Computer,CN=Schema,CN=Configuration,DC=MobileLab,DC=home","computer","66069c6b-e8a7-4f66-ab96-1c96603644f9","S-1-5-21-3036625279-3127291219-2495432101-1396","Windows Server 2012 R2 Standard",,,"6.3 (9600)","False","5/16/2021 8:13:28 AM","False","False","CN=Domain Controllers,CN=Users,DC=MobileLab,DC=home","516","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","132656516086304520","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","DC01$","805306369","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-3036625279-3127291219-2495432101-1396","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","False","False","532480","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"131108","8035","5/16/2021 8:13:28 AM","6/28/2020 7:57:02 PM","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","93"
,"9223372036854775807",,"False","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"False","MobileLab.home/Servers/Administrative/WSUS","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WSUS","0","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","1/28/2020 5:21:00 PM","1/28/2020 5:21:00 PM",,"Windows Service Update Server","WSUS$","CN=WSUS,OU=Administrative,OU=Servers,DC=MobileLab,DC=home","WSUS.MobileLab.home","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","False",,"4","10.10.10.23",,"False",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,,"3/7/2020 7:41:32 AM","132280692927568766","0",,"False",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","6/28/2020 8:12:39 PM","6/28/2020 8:12:39 PM",,,"28","0","WSUS","System.DirectoryServices.ActiveDirectorySecurity","CN=Computer,CN=Schema,CN=Configuration,DC=MobileLab,DC=home","computer","a52175e0-4e3c-4a47-9cd4-33526303370f","S-1-5-21-3036625279-3127291219-2495432101-1108","Windows Server 2012 R2 Datacenter",,,"6.3 (9600)","False","3/7/2020 7:41:33 AM","False","False","CN=Domain Computers,CN=Users,DC=MobileLab,DC=home","515","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","132280692930028893",,"WSUS$","805306369","15",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-3036625279-3127291219-2495432101-1108","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","False","False","4096","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"8357","8357","6/28/2020 8:12:39 PM","1/28/2020 5:21:00 PM","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","84"
,"9223372036854775807",,"False","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"False","MobileLab.home/Servers/Administrative/APP","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","APP","0","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","1/28/2020 5:31:34 PM","1/28/2020 5:31:34 PM",,"Application Server","APP$","CN=APP,OU=Administrative,OU=Servers,DC=MobileLab,DC=home","APP.MobileLab.home","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","False",,"4","10.10.10.22",,"False",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,,"6/15/2020 10:31:34 PM","132367590944102585","0",,"False",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","6/28/2020 8:12:39 PM","6/28/2020 8:12:39 PM",,,"28","0","APP","System.DirectoryServices.ActiveDirectorySecurity","CN=Computer,CN=Schema,CN=Configuration,DC=MobileLab,DC=home","computer","0d7d345e-43a5-40b4-aa16-43897d86641d","S-1-5-21-3036625279-3127291219-2495432101-1109","Windows Server 2012 R2 Datacenter",,,"6.3 (9600)","False","6/15/2020 10:46:33 PM","False","False","CN=Domain Computers,CN=Users,DC=MobileLab,DC=home","515","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","132367599930647221",,"APP$","805306369","15",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-3036625279-3127291219-2495432101-1109","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","False","False","4096","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"8359","8359","6/28/2020 8:12:39 PM","1/28/2020 5:31:34 PM","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","84"
,"9223372036854775807",,"False","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","MobileLab.home/US Branch/Management/WIN81-01","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WIN81-01","0","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","1/28/2020 10:49:18 PM","1/28/2020 10:49:18 PM",,,,"CN=WIN81-01,OU=Management,OU=US Branch,DC=MobileLab,DC=home","Win81-01.MobileLab.home","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","False",,"4","10.10.10.81",,"False",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","132648756683747680","5/7/2021 7:15:48 AM","132648705483615310","0",,"False","79",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","5/7/2021 7:30:43 AM","5/7/2021 7:30:43 AM",,,"28","0","WIN81-01","System.DirectoryServices.ActiveDirectorySecurity","CN=Computer,CN=Schema,CN=Configuration,DC=MobileLab,DC=home","computer","1c3876cb-fe8a-4a54-acc2-93c703b0da68","S-1-5-21-3036625279-3127291219-2495432101-1111","Windows 8.1 Pro",,,"6.3 (9600)","False","5/7/2021 7:30:43 AM","False","False","CN=Domain Computers,CN=Users,DC=MobileLab,DC=home","515","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","132648714437690535",,"WIN81-01$","805306369","15",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-3036625279-3127291219-2495432101-1111","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","False","False","4096","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"127289","8384","5/7/2021 7:30:43 AM","1/28/2020 10:49:18 PM","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","89"
,"9223372036854775807",,"False","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"False","MobileLab.home/US Branch/Guest/WIN81-03","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WIN81-03","0","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","1/28/2020 10:51:41 PM","1/28/2020 10:51:41 PM",,,,"CN=WIN81-03,OU=Guest,OU=US Branch,DC=MobileLab,DC=home","Win81-03.MobileLab.home","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","False",,"4","10.10.10.102",,"False",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,,"3/13/2020 11:26:49 PM","132286408099770841","0",,"False",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","6/28/2020 8:12:39 PM","6/28/2020 8:12:39 PM",,,"28","0","WIN81-03","System.DirectoryServices.ActiveDirectorySecurity","CN=Computer,CN=Schema,CN=Configuration,DC=MobileLab,DC=home","computer","d2744733-5f01-4660-b47b-fd93b96c99e7","S-1-5-21-3036625279-3127291219-2495432101-1112","Windows 8.1 Pro",,,"6.3 (9600)","False","2/29/2020 12:42:21 AM","False","False","CN=Domain Computers,CN=Users,DC=MobileLab,DC=home","515","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","132274393411872777",,"WIN81-03$","805306369","15",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-3036625279-3127291219-2495432101-1112","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","False","False","4096","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"8387","8387","6/28/2020 8:12:39 PM","1/28/2020 10:51:41 PM","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","84"
,"9223372036854775807",,"False","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"False","MobileLab.home/US Branch/Management/WIN81-02","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WIN81-02","0","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","1/28/2020 10:53:42 PM","1/28/2020 10:53:42 PM",,,,"CN=WIN81-02,OU=Management,OU=US Branch,DC=MobileLab,DC=home","Win81-02.MobileLab.home","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","False",,"4","10.10.10.101",,"False",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,,"3/13/2020 8:19:04 PM","132286295449118381","0",,"False",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","6/28/2020 8:12:39 PM","6/28/2020 8:12:39 PM",,,"28","0","WIN81-02","System.DirectoryServices.ActiveDirectorySecurity","CN=Computer,CN=Schema,CN=Configuration,DC=MobileLab,DC=home","computer","1a986be5-1c7c-4ef3-880e-189a6bc32d8c","S-1-5-21-3036625279-3127291219-2495432101-1113","Windows 8.1 Pro",,,"6.3 (9600)","False","2/28/2020 9:37:42 AM","False","False","CN=Domain Computers,CN=Users,DC=MobileLab,DC=home","515","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","132273850629994837",,"WIN81-02$","805306369","15",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-3036625279-3127291219-2495432101-1113","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","False","False","4096","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"8389","8389","6/28/2020 8:12:39 PM","1/28/2020 10:53:42 PM","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","84"
,"9223372036854775807",,"False","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"False","MobileLab.home/US Branch/Employee/WIN81-04","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WIN81-04","0","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","1/28/2020 10:55:04 PM","1/28/2020 10:55:04 PM",,,,"CN=WIN81-04,OU=Employee,OU=US Branch,DC=MobileLab,DC=home","Win81-04.MobileLab.home","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","False",,"4","10.10.10.103",,"False",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,,"3/13/2020 8:36:11 PM","132286305711409586","0",,"False",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","6/28/2020 8:12:39 PM","6/28/2020 8:12:39 PM",,,"28","0","WIN81-04","System.DirectoryServices.ActiveDirectorySecurity","CN=Computer,CN=Schema,CN=Configuration,DC=MobileLab,DC=home","computer","da9dfbac-c8b3-4b18-ab47-e8c031c55f9a","S-1-5-21-3036625279-3127291219-2495432101-1114","Windows 8.1 Pro",,,"6.3 (9600)","False","2/29/2020 12:42:19 AM","False","False","CN=Domain Computers,CN=Users,DC=MobileLab,DC=home","515","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","132274393392654804",,"WIN81-04$","805306369","15",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-3036625279-3127291219-2495432101-1114","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","False","False","4096","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"8392","8392","6/28/2020 8:12:39 PM","1/28/2020 10:55:04 PM","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","84"
,"9223372036854775807",,"False","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"False","MobileLab.home/Servers/Business/FILE","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","FILE","0","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","1/28/2020 11:25:35 PM","1/28/2020 11:25:35 PM",,,,"CN=FILE,OU=Business,OU=Servers,DC=MobileLab,DC=home","File.MobileLab.home","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","False",,"4","10.10.10.104",,"False",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,,"6/25/2020 7:01:32 PM","132376104921903107","0",,"False",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","6/28/2020 8:12:39 PM","6/28/2020 8:12:39 PM",,,"28","0","FILE","System.DirectoryServices.ActiveDirectorySecurity","CN=Computer,CN=Schema,CN=Configuration,DC=MobileLab,DC=home","computer","ffe79ddf-7316-47e7-aee7-838711b787f1","S-1-5-21-3036625279-3127291219-2495432101-1116","Windows Server 2012 R2 Datacenter",,,"6.3 (9600)","False","6/6/2020 11:37:00 AM","False","False","CN=Domain Computers,CN=Users,DC=MobileLab,DC=home","515","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","132359422201705369",,"FILE$","805306369","15",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-3036625279-3127291219-2495432101-1116","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False","False","False","4096","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"8401","8401","6/28/2020 8:12:39 PM","1/28/2020 11:25:35 PM","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","84"
